I am seeing a message that states that my account is locked,account_suspension
I am seeing a message that states that my account is suspended,account_suspension
I am seeing an account locked message on my account,account_suspension
I am seeing an account suspended message on my account,account_suspension
My account is locked,account_suspension
My account seems to be locked,account_suspension
My account seems to be suspended,account_suspension
How long are you going to carry on this gross injustice of suspension against USER?,account_suspension
How long for my account to no longer be suspended? ,account_suspension
How long for my account to no longer be locked? ,account_suspension
Until when will my account be suspended?,account_suspension
Until when will my account be locked? ,account_suspension
My account has been suspended,account_suspension
you have suspended my account what's the reason want to know i have never used in offesive language or abusive words,account_suspension
What's the reason for my account's suspension? ,account_suspension
What's the reason for my account getting locked? ,account_suspension
do u mean that if my twitter accout got suspended I cant create a new account again?,account_suspension
"If my Twiiter account got suspended, I cannot create a new account? ",account_suspension
Can I create a new account is my Twiiter account is suspended?,account_suspension
Please do not suspend my Twitter account,account_suspension
Please don't suspend my Twitter account,account_suspension
Please don't suspend my account,account_suspension
my other twitter accojt got suspended :( I was wondering how and if I could get it back? It has been suspended for like 3 days :(,account_suspension
I have a gmail and a outlook and tried both and I still don't get the confirmation email can you help me please.,account_verification
I am not getting a confirmation email,account_verification
I have not received a confirmation email,account_verification
I am receiving password reset emails that I did not request,account_verification
I am having trouble confirming my email address,account_verification
can you help me ? I do not know anymore my password and I am getting no reset emails in my email account ( also checked spam),account_verification
Please E-mail. I don't want twitter. It's to hard for me.,account_verification
Can you look at the parody account that continues to remain suspended? ,account_verification
It is not letting me change my username,account_verification
Please verify this account,account_verification
Please check the status of this account,account_verification
Verified my account. Help me retweet yah?,account_verification
"Hi I want to get verified I send Requests to you from my e-mail about Impersonate my name , my words and my link site so verified",account_verification
once again i could only log in once aftyer a new password was given to me.\nid rather not stay logged in 24\/7 please help !,account_verification
"What do you mean? \""Compromised\""-? You let such technical weaknesses go unresolved?! Shocking!",account_verification
Why is my one touch retweet not working on this account? It works fine on my other account,account_verification
will you please help me? My account was hacked almost two weeks ago and I can't reset password,account_verification
"my password and email address have been changed by someone, please help",account_verification
I am having trouble confirming my email address,account_verification
if within 30 days..can you get your old acct back? Thought you could within short period. Want to go back,account_verification
Ive Forgot My Twitter email and are unable to log in to my new device. Is there away to send me the details?? And i have validation,account_verification
I am unable to recover my password as I want to change my email address,account_verification
account just got suspended for sending too many msgs..they were all responses to follow thankyous...why is that bad?,account_verification
Deactivate my account. Something is technically wrong. ,account_verification
I can't find analytics in my settings anymore,account_verification
"I cannot figure out my password and checked all my emails for this account and none of them seem to be it, what should I do?",account_verification
"I don't have an \""email tweet\"" option under my more menu on the web site.  Only embed tweet. Using Firefox on XP. Any suggestions?",account_verification
"help my twitter back please, i'm so sorry what i did help my account",account_verification
When are you going to fix your DM issues? ,DM
I am warnn ya; if my DM sending issue is not resolved within 24hrs I am gonna quit #Twitter forever,DM
"I'm not able to send anyone a DM, whether they are a follower or not. I get this message \""Your message could not be sent\"". Help pls",DM
fix my DM omg,DM
Why can't I DM people? ,DM
When will DM get fixed?,DM
When will DM get resolved?,DM
When will the issues on DM get fixed? ,DM
When will the issues on DM get resolved? ,DM
When would the issues on DM get fixed? ,DM
When would the issues around DM get resolved? ,DM
Fix my DM ,DM
Fix my direct messages,DM
Fix direct messages,DM
Fix direct messaging,DM
When will you fix the DM issues? ,DM
When wil you gix your DM issues? ,DM
I am not able to send anyone a direct message,DM
I am unable to DM anyone,DM
I am not able to DM anyone,DM
I am unable to send anyone a direct message,DM
I cannot DM anyone,DM
I am not able to DM anyone,DM
I am unable to DM anyone,DM
My messages are still not working. One went through and now nothing. ,DM
My messages are still not working,DM
My messages are not working,DM
When can we send links on DM?,featurerequest
When would we be able to send links on DM?,featurerequest
When will we be able to send links on DM?,featurerequest
cant u give us the ability to give R favorites ratings? Like 4 stars.. PLZ PLZ,featurerequest
When can we give R favorite ratings? ,featurerequest
When would we be able to give R favorite ratings? ,featurerequest
Is there a way for us to give R favorite ratings? ,featurerequest
"Dear twitter could you improve your blocking function? Current blocking is not useful except \""not to follow\"" I think",featurerequest
Can you improve your blocking function? ,featurerequest
Could you improve your blocking function? ,featurerequest
Please improve your blocking function,featurerequest
plz provide some sort of option 2 delete faves in such a way that there is no point of oblivion where a wall is hit.,featurerequest
Please provide an option to delete favorites,featurerequest
Please include an option to delete favorites,featurerequest
Any ETA when apps will be updated to handle new headers? I need to rebrand several pages but no point until apps updated,featurerequest
Is there an ETA when apps will be updated to handle new headers? ,featurerequest
Do you know when apps will be updated to handle new headers? ,featurerequest
When will apps be updated to handle new headers? ,featurerequest
"when I receive a notification that user has \""followed\"" me, who is not a follower, what does this mean?""",follow
Why can I not follow people? ,follow
EVERYDAY I need to #UNFOLLOW 100 random people whom I never chose to follow!,follow
"I need to follow more people but Twitter says: \""You are unable to follow more people at this time.",follow
I'm spending my life deleting inappropriate sites that allegedly I've followed. I report it to u dailyStill NO action!,follow
Suddenly following people that you don't remember following? Your account may be compromised. Take these steps ,follow
you tell me some1 is following me. I go look and no1 is there? Am I crazy r u just lying?,follow
Why can I not follow people? ,follow
Hopefully our Twitter followers are restored very quickly. We don't appreciate being shut down my Liberals.,follow
Why is my thing saying i have 1 follower and i follow two people when i have way mire when i click on it,follow
"hey, i can't see my 124 follower requests. Always this... http:\/\/t.co\/EVdrbbejAb",follow
Please explain how accounts loose thousands of #Twitter followers,follow
"This is ridiculous that I can no longer follow people! I've been a member since '08, I'm not spam &amp; have 1,300+ followers!",follow
"Why does Twitter have follow limits? And what are the limits, anyway?",follow
I have a Whole Lotta Love for all my @twitter followers i want to follow you alln back but @Support WONT LET ME FOLLOW ANYONE #glitch,follow
Why am I following people i never chose to follow? ,follow
Why is it that I am following people i never chose to follow? ,follow
How am I suddenly following people I do not remember following? ,follow
How is it that I am suddenly following people whom I do not remember following? ,follow
Why do I need to unfollow people I never choose to follow everyday? ,follow
Why am I unable to follow more people at this time? ,follow
Why am I not able to follow more people at this time? ,follow
Why am I not able to follow more people? ,follow
Why am I unable to follow more people?,follow
How can I learn to adjust settings or change a tag? ,general
Helloooooooooooooooooooooo  Is there someone from @twitter @support I can talk to???  Thank you very much PLS RT,general
How to get started with Twitter? ,general
Thanks for never getting back to me on a problem I was having,general
Why the fuck would I give a shit about this? ,general
Do you have a Twitter helpline I can call?,general
I'm not with you...I just don't trust county cab and didn't want to tell them who I was with. Obviously I was right,general
What do I have to do to get a reply from you guys? ,general
"Twitter, you know i don't speak Spanish",general
"My blog on Tumblr was banned 2 months ago, so I wrote them email ... still no response.",general
I need your help,general
Explain this... Or do I need to explain why Twitter is #WRONG again?,general
who can I contact regarding legality of using people's tweeted images for ad campaigns?,general
"So, you can't have a conversation on Twitter for the time being",general
How do I get started with Twitter?,general
How can I get started with Twitter? ,general
How should I get started with Twitter? ,general
Is there someone from support I can talk to? ,general
Is there anyone from support I can talk to? ,general
Is there anyone from support I can speak to? ,general
Is there anyone from support I can talk to? ,general
i think there is someone reporting on me something i did not do i didnt replay to miulitable people,spam/fraud
I think there is someone reporting on me,spam/fraud
I think I am being reported on by someone,spam/fraud
I feel someone is reporting on me,spam/fraud
I feel I am being reported on by someone,spam/fraud
I believe someone is reporting on me,spam/fraud
I believe I am being reported on by someone,spam/fraud
Someone is reporting on me,spam/fraud
Someone has reported on me,spam/fraud
